"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestResources_RequestAnalysis","139","TestResources_RequestAnalysis","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_RequestAnalysis","TestResources_RequestAnalysis"
"","81","displays an error message","GraphView","Mon Jan 26 22:02:31 UTC 2026","passed","Mon Jan 26 22:02:31 UTC 2026","","","",""
"","156","can render","ExploreSearchCombobox","Mon Jan 26 21:58:40 UTC 2026","passed","Mon Jan 26 21:58:40 UTC 2026","","","",""
"Test cases for TestRRuleValidator","0","TestRRuleValidator","","Mon Jan 26 21:57:18 UTC 2026","passed","Mon Jan 26 21:57:18 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/validation/TestRRuleValidator","TestRRuleValidator"
"","149","renders correctly","NodeIcon","Mon Jan 26 22:01:09 UTC 2026","passed","Mon Jan 26 22:01:09 UTC 2026","","","",""
"","0","Will parse an incorrectly cased type and return/use the correct casing for the data fetching","Parsing the debounced input for type and keyword values","Mon Jan 26 21:59:49 UTC 2026","passed","Mon Jan 26 21:59:49 UTC 2026","","","",""
"Test cases for TestWriteAndValidateZip","0","TestWriteAndValidateZip","","Mon Jan 26 21:57:09 UTC 2026","passed","Mon Jan 26 21:57:09 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/upload/TestWriteAndValidateZip","TestWriteAndValidateZip"
"","171","should display error message when error prop is provided","UpdateUserDialog","Mon Jan 26 21:58:06 UTC 2026","passed","Mon Jan 26 21:58:07 UTC 2026","","","",""
"","422","clears the applied filter","FileIngestFilterDialog","Mon Jan 26 21:58:17 UTC 2026","passed","Mon Jan 26 21:58:18 UTC 2026","","User Select","",""
"","68","renders citrix config controls","BloodHoundConfiguration","Mon Jan 26 22:02:56 UTC 2026","passed","Mon Jan 26 22:02:57 UTC 2026","","","",""
"Test cases for Test_parseAuthorizationHeader","0","Test_parseAuthorizationHeader","","Mon Jan 26 21:56:47 UTC 2026","passed","Mon Jan 26 21:56:47 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/Test_parseAuthorizationHeader","Test_parseAuthorizationHeader"
"","131","requests finished jobs","useFinishedJobs","Mon Jan 26 21:59:11 UTC 2026","passed","Mon Jan 26 21:59:12 UTC 2026","","","",""
"Test cases for TestQueries_GetEntityObjectIDFromRequestPath","0","TestQueries_GetEntityObjectIDFromRequestPath","","Mon Jan 26 21:57:04 UTC 2026","passed","Mon Jan 26 21:57:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/TestQueries_GetEntityObjectIDFromRequestPath","TestQueries_GetEntityObjectIDFromRequestPath"
"Test cases for TestResources_GetGroupEntityInfo","0","TestResources_GetGroupEntityInfo","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetGroupEntityInfo","TestResources_GetGroupEntityInfo"
"Test cases for TestDefineNodeName","0","TestDefineNodeName","","Mon Jan 26 21:57:20 UTC 2026","passed","Mon Jan 26 21:57:20 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/wellknown/TestDefineNodeName","TestDefineNodeName"
"","1297","renders asset group edit options with graph write permissions","ContextMenu","Mon Jan 26 21:58:20 UTC 2026","passed","Mon Jan 26 21:58:21 UTC 2026","","","",""
"","431","when an `inputValue` is provided it eventually displays a list of search results","ExploreSearchCombobox","Mon Jan 26 21:58:40 UTC 2026","passed","Mon Jan 26 21:58:40 UTC 2026","","","",""
"","5","returns bounds for text rendered to canvas","getLabelBoundsFromContext","Mon Jan 26 22:02:45 UTC 2026","passed","Mon Jan 26 22:02:45 UTC 2026","","","",""
"Test cases for TestManagementResource_DeleteUser_UserCannotSelfDelete","1119","TestManagementResource_DeleteUser_UserCannotSelfDelete","","Mon Jan 26 21:57:17 UTC 2026","passed","Mon Jan 26 21:57:18 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_DeleteUser_UserCannotSelfDelete","TestManagementResource_DeleteUser_UserCannotSelfDelete"
"Test cases for TestRoleAssignments_NodesWithRolesExclusive","1","TestRoleAssignments_NodesWithRolesExclusive","","Mon Jan 26 21:57:21 UTC 2026","passed","Mon Jan 26 21:57:21 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/azure/TestRoleAssignments_NodesWithRolesExclusive","TestRoleAssignments_NodesWithRolesExclusive"
"","0","should ignore case when filtering","OperationsFilterPlugin","Mon Jan 26 22:01:50 UTC 2026","passed","Mon Jan 26 22:01:50 UTC 2026","","","",""
"Test cases for TestResources_ListADEntityAdminRights","1","TestResources_ListADEntityAdminRights","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADEntityAdminRights","TestResources_ListADEntityAdminRights"
"Test cases for TestResources_ListAssetGroupMembersCount","1","TestResources_ListAssetGroupMembersCount","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAssetGroupMembersCount","TestResources_ListAssetGroupMembersCount"
"","2225","when user performs a pathfinding search, the swap button is disabled until both the start and destination nodes are provided","Pathfinding: interaction","Mon Jan 26 21:58:58 UTC 2026","passed","Mon Jan 26 21:59:01 UTC 2026","","","",""
"","0","should return true when tag partially matches term","OperationsFilterPlugin","Mon Jan 26 22:01:50 UTC 2026","passed","Mon Jan 26 22:01:50 UTC 2026","","","",""
"","0","An unknown error occurred when fetching the data","Getting the text for the disabled item display for a search when there are no results","Mon Jan 26 21:59:49 UTC 2026","passed","Mon Jan 26 21:59:49 UTC 2026","","Error states","",""
"Test cases for TestResources_GetAssetGroupMemberCount_IDMalformed","0","TestResources_GetAssetGroupMemberCount_IDMalformed","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAssetGroupMemberCount_IDMalformed","TestResources_GetAssetGroupMemberCount_IDMalformed"
"","127","returns a nodes array","useEdgeInfoItems","Mon Jan 26 22:00:00 UTC 2026","passed","Mon Jan 26 22:00:00 UTC 2026","","","",""
"","1526","executes a pathfinding search when both a source and destination node are provided","Pathfinding: interaction","Mon Jan 26 21:59:03 UTC 2026","passed","Mon Jan 26 21:59:05 UTC 2026","","","",""
"","655","clears the applied filter","FileIngestFilterDialog","Mon Jan 26 21:58:15 UTC 2026","passed","Mon Jan 26 21:58:15 UTC 2026","","Status Select","",""
"","32","calculates the running time of a job and converts to a human readable format","getSimpleDuration","Mon Jan 26 22:01:04 UTC 2026","passed","Mon Jan 26 22:01:04 UTC 2026","","","",""
"Test cases for TestValidateRequestSignature","497","TestValidateRequestSignature","","Mon Jan 26 21:56:42 UTC 2026","passed","Mon Jan 26 21:56:43 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestValidateRequestSignature","TestValidateRequestSignature"
"Test cases for TestGetADDataQualityStats_Success","0","TestGetADDataQualityStats_Success","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestGetADDataQualityStats_Success","TestGetADDataQualityStats_Success"
"","155","calls exportToJson util when valid non a empty object is passed as the jsonData prop","GraphControls","Mon Jan 26 21:58:15 UTC 2026","passed","Mon Jan 26 21:58:15 UTC 2026","","Exporting json","",""
"Test cases for TestParseOptionalBoolEmptyValue","0","TestParseOptionalBoolEmptyValue","","Mon Jan 26 21:56:42 UTC 2026","passed","Mon Jan 26 21:56:42 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestParseOptionalBoolEmptyValue","TestParseOptionalBoolEmptyValue"
"Test cases for TestGetOrderForNeo4jQuery","0","TestGetOrderForNeo4jQuery","","Mon Jan 26 21:57:17 UTC 2026","passed","Mon Jan 26 21:57:17 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/TestGetOrderForNeo4jQuery","TestGetOrderForNeo4jQuery"
"Test cases for TestTextUnmarshalString","0","TestTextUnmarshalString","","Mon Jan 26 21:57:01 UTC 2026","passed","Mon Jan 26 21:57:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestTextUnmarshalString","TestTextUnmarshalString"
"Test cases for TestRandomDurationBetween","12","TestRandomDurationBetween","","Mon Jan 26 21:56:59 UTC 2026","passed","Mon Jan 26 21:56:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/daemons/datapipe/TestRandomDurationBetween","TestRandomDurationBetween"
"Test cases for Test_ApplyTimeoutReduction","1","Test_ApplyTimeoutReduction","","Mon Jan 26 21:57:04 UTC 2026","passed","Mon Jan 26 21:57:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/Test_ApplyTimeoutReduction","Test_ApplyTimeoutReduction"
"Test cases for TestResources_ShareSavedQueriesPermissions_NonAdmin","6","TestResources_ShareSavedQueriesPermissions_NonAdmin","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ShareSavedQueriesPermissions_NonAdmin","TestResources_ShareSavedQueriesPermissions_NonAdmin"
"","293","calls openSAMLProviderDialog when SAML Provider menu item is clicked","CreateMenu","Mon Jan 26 21:58:36 UTC 2026","passed","Mon Jan 26 21:58:36 UTC 2026","","oidc_support feature flag enabled","",""
"Test cases for TestResources_ListPublishedTemplates","4","TestResources_ListPublishedTemplates","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListPublishedTemplates","TestResources_ListPublishedTemplates"
"","645","should call onSubmit when input is valid and Submit button is clicked","UpsertSAMLProviderForm","Mon Jan 26 22:00:36 UTC 2026","passed","Mon Jan 26 22:00:36 UTC 2026","","","",""
"","1731","shows the ""Disable MFA"" context menu option for users with MFA enabled","Users","Mon Jan 26 21:58:55 UTC 2026","passed","Mon Jan 26 21:58:57 UTC 2026","","","",""
"","260","handles creating a new zone","Tag Form","Mon Jan 26 21:57:37 UTC 2026","passed","Mon Jan 26 21:57:37 UTC 2026","","","",""
"","190","renders the QuerySearchFilter component","QuerySearchFilter","Mon Jan 26 21:59:52 UTC 2026","passed","Mon Jan 26 21:59:52 UTC 2026","","","",""
"","23","upon selecting a source and destination node, updates the URL with a searchType of 'pathfinding' and the object ids for the source and destination nodes","usePathfindingSearch","Mon Jan 26 21:59:25 UTC 2026","passed","Mon Jan 26 21:59:25 UTC 2026","","","",""
"Test cases for TestResources_DeleteSavedQuery_NotAUserAuth","0","TestResources_DeleteSavedQuery_NotAUserAuth","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DeleteSavedQuery_NotAUserAuth","TestResources_DeleteSavedQuery_NotAUserAuth"
"","461","should render list of available SSO providers","LoginViaSSOForm","Mon Jan 26 22:00:10 UTC 2026","passed","Mon Jan 26 22:00:10 UTC 2026","","","",""
"Test cases for TestResources_DeleteAssetGroupSelector","1","TestResources_DeleteAssetGroupSelector","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DeleteAssetGroupSelector","TestResources_DeleteAssetGroupSelector"
"","8","when password is expired and on password reset page, no redirect occurs","AuthenticatedRoute","Mon Jan 26 22:02:42 UTC 2026","passed","Mon Jan 26 22:02:42 UTC 2026","","","",""
"","686","should display all available roles","UpdateUserDialog","Mon Jan 26 21:58:04 UTC 2026","passed","Mon Jan 26 21:58:05 UTC 2026","","","",""
"","2","shows the collection methods for the given job","toCollected","Mon Jan 26 22:01:24 UTC 2026","passed","Mon Jan 26 22:01:24 UTC 2026","","","",""
"","207","The edge properties are fetched through a cypher search which includes lastseen","EdgeObjectInformation","Mon Jan 26 21:59:57 UTC 2026","passed","Mon Jan 26 21:59:57 UTC 2026","","","",""
"","123","calls handleFilterChange with all filter types and empty strings when clicked while filters are active","AssetGroupEdit","Mon Jan 26 21:58:32 UTC 2026","passed","Mon Jan 26 21:58:32 UTC 2026","","Clear Filters button","",""
"Test cases for TestEncodingEquality","0","TestEncodingEquality","","Mon Jan 26 21:57:22 UTC 2026","passed","Mon Jan 26 21:57:22 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/bomenc/TestEncodingEquality","TestEncodingEquality"
"","41","calls openSAMLProviderDialog when create provider button is clicked","CreateMenu","Mon Jan 26 21:58:36 UTC 2026","passed","Mon Jan 26 21:58:37 UTC 2026","","oidc_support feature flag disabled","",""
"","225","should handle close event","TagToZoneLabelDialog","Mon Jan 26 21:59:42 UTC 2026","passed","Mon Jan 26 21:59:42 UTC 2026","","","",""
"Test cases for TestResources_UpdateSavedQuery_NoQueryMatch","0","TestResources_UpdateSavedQuery_NoQueryMatch","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateSavedQuery_NoQueryMatch","TestResources_UpdateSavedQuery_NoQueryMatch"
"Test cases for TestManagementResource_UpdateSAMLProviderRequest","10","TestManagementResource_UpdateSAMLProviderRequest","","Mon Jan 26 21:57:43 UTC 2026","passed","Mon Jan 26 21:57:43 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_UpdateSAMLProviderRequest","TestManagementResource_UpdateSAMLProviderRequest"
"Test cases for TestLoginSuccess","0","TestLoginSuccess","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestLoginSuccess","TestLoginSuccess"
"","3","A warning is printed when node positions are not available to apply from","applyNodePositionsFromGraphlibGraph","Mon Jan 26 22:02:44 UTC 2026","passed","Mon Jan 26 22:02:44 UTC 2026","","","",""
"","1537","""Columns"" button allows user to edit column settings","ExploreTable","Mon Jan 26 21:57:30 UTC 2026","passed","Mon Jan 26 21:57:31 UTC 2026","","","",""
"","49","sets input text to value","ManagedDatePicker - value","Mon Jan 26 21:59:32 UTC 2026","passed","Mon Jan 26 21:59:32 UTC 2026","","","",""
"Test cases for TestInt64Scan","0","TestInt64Scan","","Mon Jan 26 21:57:01 UTC 2026","passed","Mon Jan 26 21:57:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestInt64Scan","TestInt64Scan"
"Test cases for TestManagementResource_DeleteUser_DeleteUserError","1131","TestManagementResource_DeleteUser_DeleteUserError","","Mon Jan 26 21:57:18 UTC 2026","passed","Mon Jan 26 21:57:20 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_DeleteUser_DeleteUserError","TestManagementResource_DeleteUser_DeleteUserError"
"","65","displays a status indicator","StatusIndicator","Mon Jan 26 22:01:39 UTC 2026","passed","Mon Jan 26 22:01:39 UTC 2026","","","",""
"Test cases for TestParseSkipQueryParameter_Invalid","0","TestParseSkipQueryParameter_Invalid","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestParseSkipQueryParameter_Invalid","TestParseSkipQueryParameter_Invalid"
"","332","renders the Object Tab content when Object tab is chosen","Selected Details Tab Content","Mon Jan 26 22:00:58 UTC 2026","passed","Mon Jan 26 22:00:59 UTC 2026","","","",""
"","675","should render a SaveQueryDialog","SaveQueryDialog","Mon Jan 26 21:57:34 UTC 2026","passed","Mon Jan 26 21:57:35 UTC 2026","","","",""
"","53","renders the title passed via title prop","ColumnHeaders","Mon Jan 26 22:00:47 UTC 2026","passed","Mon Jan 26 22:00:47 UTC 2026","","BaseColumnHeader","",""
"","1","should compute coordinates along a quadratic bezier curve for a given t value","bezier","Mon Jan 26 22:02:36 UTC 2026","passed","Mon Jan 26 22:02:36 UTC 2026","","","",""
"","247","prevents a user from proceeding if the file is not valid","ImportQueryDialog","Mon Jan 26 22:01:38 UTC 2026","passed","Mon Jan 26 22:01:38 UTC 2026","","","",""
"Test cases for TestNodeNamePrefix_String","2","TestNodeNamePrefix_String","","Mon Jan 26 21:57:20 UTC 2026","passed","Mon Jan 26 21:57:20 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/wellknown/TestNodeNamePrefix_String","TestNodeNamePrefix_String"
"","713","should initiate data loading when an item is selected","Simple Environment Selector","Mon Jan 26 21:57:57 UTC 2026","passed","Mon Jan 26 21:57:57 UTC 2026","","","",""
"","160","renders an error message without throwing a TypeError","EntityInfoCollapsibleSection","Mon Jan 26 22:01:19 UTC 2026","passed","Mon Jan 26 22:01:19 UTC 2026","","","",""
"","815","renders a filter search and platform dropdown menu","CommonSearches","Mon Jan 26 21:58:28 UTC 2026","passed","Mon Jan 26 21:58:29 UTC 2026","","","",""
"","61","stores the state of a search term without modifying the query params","useCypherSearch","Mon Jan 26 22:01:22 UTC 2026","passed","Mon Jan 26 22:01:22 UTC 2026","","","",""
